yr,gid,total_pop
2018,다사390279,42.0
2022,다사390279,44.0
2021,다사426261,303.0
2020,다사426261,339.0
2019,다사426261,332.0
2018,다사426261,393.0
2022,다사426261,313.0
2021,다사432208,337.0
2020,다사432208,366.0
2019,다사432208,377.0
2018,다사432208,414.0
2022,다사432208,361.0
2021,다사399283,0.0
2020,다사399283,0.0
2019,다사399283,0.0
2018,다사399283,0.0
2022,다사399283,0.0
2021,다사379240,0.0
2020,다사379240,
2019,다사379240,
2018,다사379240,
2022,다사379240,0.0
2021,다사420263,259.0
2020,다사420263,267.0
2019,다사420263,270.0
2018,다사420263,285.0
2022,다사420263,242.0
2021,다사376266,87.0
2020,다사376266,81.0
2019,다사376266,65.0
2018,다사376266,80.0
2022,다사376266,76.0
2021,다사446294,73.0
2020,다사446294,72.0
2019,다사446294,74.0
2018,다사446294,79.0
2022,다사446294,65.0
2021,다사474229,7.0
2020,다사474229,7.0
2019,다사474229,7.0
2018,다사474229,8.0
2022,다사474229,6.0
2021,다사419251,203.0
2020,다사419251,202.0
2019,다사419251,233.0
2018,다사419251,274.0
2022,다사419251,202.0
2021,다사467229,22.0
2020,다사467229,25.0
2019,다사467229,25.0
2018,다사467229,27.0
2022,다사467229,22.0
2021,다사427273,0.0
2020,다사427273,0.0
2019,다사427273,0.0
2018,다사427273,0.0
2022,다사427273,0.0
2021,다사471236,209.0
2020,다사471236,205.0
2019,다사471236,211.0
2018,다사471236,201.0
2022,다사471236,204.0
2021,다사382258,1209.0
2020,다사382258,1231.0
2019,다사382258,899.0
2018,다사382258,927.0
2022,다사382258,1196.0
2021,다사451294,356.0
2020,다사451294,361.0
2019,다사451294,369.0
2018,다사451294,389.0
2022,다사451294,344.0
2021,다사321238,0.0
2020,다사321238,0.0
2019,다사321238,0.0
2018,다사321238,0.0
2022,다사321238,0.0
2021,다사405263,154.0
2020,다사405263,147.0
2019,다사405263,160.0
2018,다사405263,186.0
2022,다사405263,152.0
2021,다사427265,355.0
2020,다사427265,333.0
2019,다사427265,320.0
2018,다사427265,342.0
2022,다사427265,347.0
2021,다사396242,276.0
2020,다사396242,264.0
2019,다사396242,274.0
2018,다사396242,306.0
2022,다사396242,283.0
2021,다사388285,0.0
2020,다사388285,0.0
2019,다사388285,0.0
2018,다사388285,0.0
2022,다사388285,0.0
2021,다사433278,0.0
2020,다사433278,0.0
2019,다사433278,0.0
2018,다사433278,
2022,다사433278,0.0
2021,다사431248,67.0
2020,다사431248,64.0
2019,다사431248,68.0
2018,다사431248,70.0
2022,다사431248,67.0
2021,다사437262,278.0
2020,다사437262,293.0
2019,다사437262,324.0
2018,다사437262,352.0
2022,다사437262,323.0
2021,다사406259,420.0
2020,다사406259,447.0
2019,다사406259,454.0
2018,다사406259,471.0
2022,다사406259,400.0
2021,다사445267,0.0
2020,다사445267,0.0
2019,다사445267,0.0
2018,다사445267,0.0
2022,다사445267,0.0
2021,다사436229,269.0
2020,다사436229,261.0
2019,다사436229,259.0
2018,다사436229,286.0
2022,다사436229,266.0
2021,다사368253,9.0
2020,다사368253,8.0
2019,다사368253,8.0
2018,다사368253,6.0
2022,다사368253,9.0
2021,다사409278,0.0
2020,다사409278,0.0
2019,다사409278,0.0
2018,다사409278,
2022,다사409278,0.0
2021,다사436219,883.0
2020,다사436219,926.0
2019,다사436219,954.0
2018,다사436219,990.0
2022,다사436219,857.0
2021,다사426206,252.0
2020,다사426206,270.0
2019,다사426206,280.0
2018,다사426206,303.0
2022,다사426206,255.0
2021,다사433271,0.0
2020,다사433271,0.0
2019,다사433271,0.0
2018,다사433271,0.0
2022,다사433271,0.0
2021,다사386262,10.0
2020,다사386262,11.0
2019,다사386262,9.0
2018,다사386262,13.0
2022,다사386262,8.0
2021,다사423222,326.0
2020,다사423222,347.0
2019,다사423222,355.0
2018,다사423222,384.0
2022,다사423222,321.0
2021,다사402249,134.0
2020,다사402249,135.0
2019,다사402249,154.0
2018,다사402249,156.0
2022,다사402249,144.0
2021,다사390235,291.0
2020,다사390235,276.0
2019,다사390235,286.0
2018,다사390235,299.0
2022,다사390235,289.0
2021,다사443281,0.0
2020,다사443281,0.0
2019,다사443281,0.0
2018,다사443281,0.0
2022,다사443281,0.0
2021,다사385282,0.0
2020,다사385282,0.0
2019,다사385282,
2018,다사385282,
2022,다사385282,0.0
2021,다사401239,181.0
2020,다사401239,183.0
2019,다사401239,198.0
2018,다사401239,193.0
2022,다사401239,179.0
2021,다사457244,0.0
2020,다사457244,0.0
2019,다사457244,0.0
2018,다사457244,0.0
2022,다사457244,0.0
2021,다사414247,430.0
2020,다사414247,446.0
2019,다사414247,853.0
2018,다사414247,769.0
2022,다사414247,410.0
2021,다사461232,0.0
2020,다사461232,0.0
2019,다사461232,0.0
2018,다사461232,0.0
2022,다사461232,0.0
2021,다사424222,567.0
2020,다사424222,596.0
2019,다사424222,636.0
2018,다사424222,667.0
2022,다사424222,542.0
2021,다사433269,0.0
2020,다사433269,0.0
2019,다사433269,0.0
2018,다사433269,
2022,다사433269,0.0
2021,다사362236,0.0
2020,다사362236,0.0
2019,다사362236,
2018,다사362236,
2022,다사362236,0.0
2021,다사473232,0.0
2020,다사473232,0.0
2019,다사473232,0.0
2018,다사473232,0.0
2022,다사473232,0.0
2021,다사439220,464.0
2020,다사439220,446.0
2019,다사439220,493.0
2018,다사439220,519.0
2022,다사439220,457.0
2021,다사446288,0.0
2020,다사446288,6.0
2019,다사446288,0.0
2018,다사446288,0.0
2022,다사446288,0.0
2021,다사426207,366.0
2020,다사426207,409.0
2019,다사426207,431.0
2018,다사426207,433.0
2022,다사426207,362.0
2021,다사432262,286.0
2020,다사432262,308.0
2019,다사432262,322.0
2018,다사432262,341.0
2022,다사432262,285.0
2021,다사420208,541.0
2020,다사420208,532.0
2019,다사420208,601.0
2018,다사420208,612.0
2022,다사420208,513.0
2021,다사423235,20.0
2020,다사423235,20.0
2019,다사423235,19.0
2018,다사423235,23.0
2022,다사423235,25.0
2021,다사470245,0.0
2020,다사470245,
2019,다사470245,0.0
2018,다사470245,0.0
2022,다사470245,0.0
2021,다사408247,481.0
2020,다사408247,493.0
2019,다사408247,445.0
2018,다사408247,445.0
2022,다사408247,491.0
2021,다사415237,501.0
2020,다사415237,531.0
2019,다사415237,551.0
2018,다사415237,581.0
2022,다사415237,491.0
2021,다사392224,241.0
2020,다사392224,257.0
2019,다사392224,266.0
2018,다사392224,271.0
2022,다사392224,238.0
2021,다사422208,701.0
2020,다사422208,661.0
2019,다사422208,262.0
2018,다사422208,272.0
2022,다사422208,697.0
2021,다사427228,25.0
2020,다사427228,30.0
2019,다사427228,22.0
2018,다사427228,20.0
2022,다사427228,23.0
2021,다사355251,0.0
2020,다사355251,
2019,다사355251,
2018,다사355251,0.0
2022,다사355251,0.0
2021,다사425202,183.0
2020,다사425202,184.0
2019,다사425202,191.0
2018,다사425202,208.0
2022,다사425202,182.0
2021,다사431232,309.0
2020,다사431232,327.0
2019,다사431232,338.0
2018,다사431232,369.0
2022,다사431232,320.0
2021,다사430280,6.0
2020,다사430280,0.0
2019,다사430280,
2018,다사430280,
2022,다사430280,0.0
2021,다사433259,287.0
2020,다사433259,304.0
2019,다사433259,325.0
2018,다사433259,332.0
2022,다사433259,283.0
2021,다사439238,195.0
2020,다사439238,184.0
2019,다사439238,204.0
2018,다사439238,222.0
2022,다사439238,212.0
2021,다사433217,328.0
2020,다사433217,361.0
2019,다사433217,356.0
2018,다사433217,371.0
2022,다사433217,281.0
2021,다사449283,15.0
2020,다사449283,18.0
2019,다사449283,14.0
2018,다사449283,12.0
2022,다사449283,15.0
2021,다사346222,0.0
2020,다사346222,
2019,다사346222,0.0
2018,다사346222,0.0
2022,다사346222,0.0
2021,다사418262,145.0
2020,다사418262,135.0
2019,다사418262,143.0
2018,다사418262,158.0
2022,다사418262,138.0
2021,다사482220,0.0
2020,다사482220,0.0
2019,다사482220,8.0
2018,다사482220,7.0
2022,다사482220,0.0
2021,다사432264,555.0
2020,다사432264,589.0
2019,다사432264,619.0
2018,다사432264,661.0
2022,다사432264,569.0
2021,다사358227,
2020,다사358227,
2019,다사358227,
2018,다사358227,
2022,다사358227,0.0
2021,다사424236,320.0
2020,다사424236,335.0
2019,다사424236,352.0
2018,다사424236,399.0
2022,다사424236,311.0
2021,다사389261,253.0
2020,다사389261,248.0
2019,다사389261,252.0
2018,다사389261,256.0
2022,다사389261,262.0
2021,다사423257,649.0
2020,다사423257,668.0
2019,다사423257,724.0
2018,다사423257,780.0
2022,다사423257,624.0
2021,다사470232,248.0
2020,다사470232,253.0
2019,다사470232,260.0
2018,다사470232,266.0
2022,다사470232,243.0
2021,다사344221,0.0
2020,다사344221,0.0
2019,다사344221,0.0
2018,다사344221,0.0
2022,다사344221,0.0
2021,다사375259,67.0
2020,다사375259,65.0
2019,다사375259,77.0
2018,다사375259,91.0
2022,다사375259,67.0
2021,다사322245,0.0
2020,다사322245,0.0
2019,다사322245,
2018,다사322245,
2022,다사322245,0.0
2021,다사442235,424.0
2020,다사442235,442.0
2019,다사442235,457.0
2018,다사442235,481.0
2022,다사442235,410.0
2021,다사452296,206.0
2020,다사452296,213.0
2019,다사452296,211.0
2018,다사452296,220.0
2022,다사452296,211.0
2021,다사471233,178.0
2020,다사471233,181.0
2019,다사471233,182.0
2018,다사471233,197.0
2022,다사471233,175.0
2021,다사430207,383.0
2020,다사430207,415.0
2019,다사430207,416.0
2018,다사430207,402.0
2022,다사430207,396.0
2021,다사463218,0.0
2020,다사463218,0.0
2019,다사463218,0.0
2018,다사463218,0.0
2022,다사463218,0.0
2021,다사370250,0.0
2020,다사370250,0.0
2019,다사370250,7.0
2018,다사370250,8.0
2022,다사370250,0.0
2021,다사411249,342.0
2020,다사411249,408.0
2019,다사411249,438.0
2018,다사411249,465.0
2022,다사411249,36.0
2021,다사382251,711.0
2020,다사382251,733.0
2019,다사382251,611.0
2018,다사382251,
2022,다사382251,693.0
2021,다사403280,
2020,다사403280,
2019,다사403280,
2018,다사403280,
2022,다사403280,0.0
2021,다사448297,23.0
2020,다사448297,25.0
2019,다사448297,22.0
2018,다사448297,29.0
2022,다사448297,20.0
2021,다사402290,9.0
2020,다사402290,9.0
2019,다사402290,10.0
2018,다사402290,12.0
2022,다사402290,9.0
2021,다사439261,244.0
2020,다사439261,255.0
2019,다사439261,243.0
2018,다사439261,276.0
2022,다사439261,241.0
2021,다사428205,9.0
2020,다사428205,8.0
2019,다사428205,7.0
2018,다사428205,8.0
2022,다사428205,7.0
2021,다사417248,427.0
2020,다사417248,463.0
2019,다사417248,448.0
2018,다사417248,472.0
2022,다사417248,422.0
2021,다사385272,300.0
2020,다사385272,314.0
2019,다사385272,319.0
2018,다사385272,345.0
2022,다사385272,288.0
2021,다사492219,0.0
2020,다사492219,0.0
2019,다사492219,0.0
2018,다사492219,0.0
2022,다사492219,0.0
2021,다사394234,136.0
2020,다사394234,147.0
2019,다사394234,152.0
2018,다사394234,160.0
2022,다사394234,139.0
2021,다사436235,304.0
2020,다사436235,284.0
2019,다사436235,289.0
2018,다사436235,288.0
2022,다사436235,300.0
2021,다사415246,15.0
2020,다사415246,11.0
2019,다사415246,13.0
2018,다사415246,12.0
2022,다사415246,11.0
2021,다사315242,
2020,다사315242,0.0
2019,다사315242,
2018,다사315242,
2022,다사315242,0.0
2021,다사376268,63.0
2020,다사376268,63.0
2019,다사376268,75.0
2018,다사376268,76.0
2022,다사376268,60.0
2021,다사376270,105.0
2020,다사376270,107.0
2019,다사376270,115.0
2018,다사376270,128.0
2022,다사376270,100.0
2021,다사393225,342.0
2020,다사393225,352.0
2019,다사393225,352.0
2018,다사393225,376.0
2022,다사393225,334.0
2021,다사348264,17.0
2020,다사348264,17.0
2019,다사348264,17.0
2018,다사348264,18.0
2022,다사348264,14.0
2021,다사467232,229.0
2020,다사467232,236.0
2019,다사467232,236.0
2018,다사467232,262.0
2022,다사467232,217.0
2021,다사420229,158.0
2020,다사420229,166.0
2019,다사420229,168.0
2018,다사420229,186.0
2022,다사420229,146.0
2021,다사463237,0.0
2020,다사463237,0.0
2019,다사463237,0.0
2018,다사463237,0.0
2022,다사463237,0.0
2021,다사397249,111.0
2020,다사397249,111.0
2019,다사397249,117.0
2018,다사397249,142.0
2022,다사397249,106.0
2021,다사440216,440.0
2020,다사440216,453.0
2019,다사440216,483.0
2018,다사440216,503.0
2022,다사440216,452.0
2021,다사365265,131.0
2020,다사365265,132.0
2019,다사365265,138.0
2018,다사365265,142.0
2022,다사365265,137.0
2021,다사441215,432.0
2020,다사441215,435.0
2019,다사441215,437.0
2018,다사441215,441.0
2022,다사441215,424.0
2021,다사432218,371.0
2020,다사432218,393.0
2019,다사432218,417.0
2018,다사432218,446.0
2022,다사432218,369.0
2021,다사430265,217.0
2020,다사430265,234.0
2019,다사430265,226.0
2018,다사430265,241.0
2022,다사430265,208.0
2021,다사471245,9.0
2020,다사471245,8.0
2019,다사471245,12.0
2018,다사471245,12.0
2022,다사471245,8.0
2021,다사417239,60.0
2020,다사417239,73.0
2019,다사417239,68.0
2018,다사417239,59.0
2022,다사417239,67.0
2021,다사421252,475.0
2020,다사421252,481.0
2019,다사421252,512.0
2018,다사421252,535.0
2022,다사421252,458.0
2021,다사392237,335.0
2020,다사392237,296.0
2019,다사392237,328.0
2018,다사392237,354.0
2022,다사392237,326.0
2021,다사430234,76.0
2020,다사430234,80.0
2019,다사430234,94.0
2018,다사430234,97.0
2022,다사430234,70.0
2021,다사367259,387.0
2020,다사367259,343.0
2019,다사367259,384.0
2018,다사367259,378.0
2022,다사367259,408.0
2021,다사398274,239.0
2020,다사398274,247.0
2019,다사398274,270.0
2018,다사398274,288.0
2022,다사398274,240.0
2021,다사314236,6.0
2020,다사314236,9.0
2019,다사314236,9.0
2018,다사314236,9.0
2022,다사314236,6.0
2021,다사319242,0.0
2020,다사319242,0.0
2019,다사319242,0.0
2018,다사319242,0.0
2022,다사319242,0.0
2021,다사371261,40.0
2020,다사371261,44.0
2019,다사371261,47.0
2018,다사371261,43.0
2022,다사371261,43.0
2021,다사317239,
2020,다사317239,
2019,다사317239,
2018,다사317239,
2022,다사317239,0.0
2021,다사419208,155.0
2020,다사419208,157.0
2019,다사419208,119.0
2018,다사419208,131.0
2022,다사419208,143.0
2021,다사438269,0.0
2020,다사438269,0.0
2019,다사438269,0.0
2018,다사438269,0.0
2022,다사438269,0.0
2021,다사399257,190.0
2020,다사399257,198.0
2019,다사399257,211.0
2018,다사399257,201.0
2022,다사399257,186.0
2021,다사385250,730.0
2020,다사385250,727.0
2019,다사385250,633.0
2018,다사385250,
2022,다사385250,740.0
2021,다사474245,0.0
2020,다사474245,0.0
2019,다사474245,0.0
2018,다사474245,0.0
2022,다사474245,0.0
2021,다사426275,17.0
2020,다사426275,17.0
2019,다사426275,16.0
2018,다사426275,17.0
2022,다사426275,17.0
2021,다사442212,22.0
2020,다사442212,21.0
2019,다사442212,23.0
2018,다사442212,22.0
2022,다사442212,33.0
2021,다사396233,357.0
2020,다사396233,382.0
2019,다사396233,394.0
2018,다사396233,397.0
2022,다사396233,345.0
2021,다사407232,342.0
2020,다사407232,358.0
2019,다사407232,366.0
2018,다사407232,364.0
2022,다사407232,345.0
2021,다사344267,74.0
2020,다사344267,87.0
2019,다사344267,87.0
2018,다사344267,94.0
2022,다사344267,76.0
2021,다사320247,0.0
2020,다사320247,0.0
2019,다사320247,0.0
2018,다사320247,0.0
2022,다사320247,0.0
2021,다사402250,341.0
2020,다사402250,342.0
2019,다사402250,368.0
2018,다사402250,393.0
2022,다사402250,327.0
2021,다사376263,143.0
2020,다사376263,151.0
2019,다사376263,175.0
2018,다사376263,183.0
2022,다사376263,144.0
2021,다사446226,501.0
2020,다사446226,529.0
2019,다사446226,508.0
2018,다사446226,569.0
2022,다사446226,510.0
2021,다사376255,85.0
2020,다사376255,76.0
2019,다사376255,84.0
2018,다사376255,192.0
2022,다사376255,88.0
2021,다사360242,0.0
2020,다사360242,0.0
2019,다사360242,0.0
2018,다사360242,0.0
2022,다사360242,0.0
2021,다사387270,356.0
2020,다사387270,362.0
2019,다사387270,403.0
2018,다사387270,409.0
2022,다사387270,331.0
2021,다사443274,0.0
2020,다사443274,0.0
2019,다사443274,0.0
2018,다사443274,0.0
2022,다사443274,0.0
2021,다사430233,260.0
2020,다사430233,244.0
2019,다사430233,259.0
2018,다사430233,267.0
2022,다사430233,258.0
2021,다사395238,337.0
2020,다사395238,349.0
2019,다사395238,356.0
2018,다사395238,356.0
2022,다사395238,315.0
2021,다사420288,12.0
2020,다사420288,9.0
2019,다사420288,10.0
2018,다사420288,11.0
2022,다사420288,9.0
2021,다사495223,0.0
2020,다사495223,0.0
2019,다사495223,0.0
2018,다사495223,0.0
2022,다사495223,0.0
2021,다사436264,458.0
2020,다사436264,462.0
2019,다사436264,475.0
2018,다사436264,494.0
2022,다사436264,442.0
2021,다사447288,0.0
2020,다사447288,0.0
2019,다사447288,0.0
2018,다사447288,0.0
2022,다사447288,0.0
2021,다사439227,105.0
2020,다사439227,100.0
2019,다사439227,104.0
2018,다사439227,114.0
2022,다사439227,109.0
2021,다사426218,260.0
2020,다사426218,270.0
2019,다사426218,291.0
2018,다사426218,313.0
2022,다사426218,257.0
2021,다사434257,437.0
2020,다사434257,447.0
2019,다사434257,469.0
2018,다사434257,478.0
2022,다사434257,410.0
2021,다사434270,8.0
2020,다사434270,9.0
2019,다사434270,10.0
2018,다사434270,9.0
2022,다사434270,7.0
2021,다사427209,536.0
2020,다사427209,563.0
2019,다사427209,589.0
2018,다사427209,622.0
2022,다사427209,547.0
2021,다사380231,0.0
2020,다사380231,0.0
2019,다사380231,0.0
2018,다사380231,0.0
2022,다사380231,0.0
2021,다사442292,0.0
2020,다사442292,0.0
2019,다사442292,0.0
2018,다사442292,0.0
2022,다사442292,0.0
2021,다사451296,123.0
2020,다사451296,123.0
2019,다사451296,115.0
2018,다사451296,107.0
2022,다사451296,126.0
2021,다사458221,0.0
2020,다사458221,0.0
2019,다사458221,
2018,다사458221,
2022,다사458221,0.0
2021,다사405257,262.0
2020,다사405257,264.0
2019,다사405257,264.0
2018,다사405257,298.0
2022,다사405257,249.0
